  0.00000000E+00 -0.34044005E+01
  0.50105018E-02 -0.34047418E+01
  0.10021004E-01 -0.34057857E+01
  0.15031505E-01 -0.34075324E+01
  0.20042007E-01 -0.34099815E+01
  0.25052509E-01 -0.34131324E+01
  0.30063011E-01 -0.34169830E+01
  0.35073512E-01 -0.34215305E+01
  0.40084014E-01 -0.34267704E+01
  0.45094516E-01 -0.34326963E+01
  0.50105018E-01 -0.34392999E+01
  0.55115520E-01 -0.34465702E+01
  0.60126021E-01 -0.34544942E+01
  0.65136523E-01 -0.34630560E+01
  0.70147025E-01 -0.34722376E+01
  0.75157527E-01 -0.34820183E+01
  0.80168028E-01 -0.34923756E+01
  0.85178530E-01 -0.35032850E+01
  0.90189032E-01 -0.35147209E+01
  0.95199534E-01 -0.35266567E+01
  0.10021004E+00 -0.35390652E+01
  0.10522054E+00 -0.35519195E+01
  0.11023104E+00 -0.35651932E+01
  0.11524154E+00 -0.35788609E+01
  0.12025204E+00 -0.35928985E+01
  0.12526254E+00 -0.36072839E+01
  0.13027305E+00 -0.36219966E+01
  0.13528355E+00 -0.36370184E+01
  0.14029405E+00 -0.36523331E+01
  0.14530455E+00 -0.36679266E+01
  0.15031505E+00 -0.36837867E+01
  0.15532556E+00 -0.36999026E+01
  0.16033606E+00 -0.37162652E+01
  0.16534656E+00 -0.37328660E+01
  0.17035706E+00 -0.37496974E+01
  0.17536756E+00 -0.37667517E+01
  0.18037806E+00 -0.37840212E+01
  0.18538857E+00 -0.38014979E+01
  0.19039907E+00 -0.38191727E+01
  0.19540957E+00 -0.38370358E+01
  0.20042007E+00 -0.38550763E+01
  0.20543057E+00 -0.38732821E+01
  0.21044107E+00 -0.38916402E+01
  0.21545158E+00 -0.39101366E+01
  0.22046208E+00 -0.39287566E+01
  0.22547258E+00 -0.39474850E+01
  0.23048308E+00 -0.39663065E+01
  0.23549358E+00 -0.39852059E+01
  0.24050409E+00 -0.40041685E+01
  0.24551459E+00 -0.40231804E+01
  0.25052509E+00 -0.40422287E+01
  0.25553559E+00 -0.40613016E+01
  0.26054609E+00 -0.40803890E+01
  0.26555659E+00 -0.40994822E+01
  0.27056710E+00 -0.41185738E+01
  0.27557760E+00 -0.41376581E+01
  0.28058810E+00 -0.41567306E+01
  0.28559860E+00 -0.41757878E+01
  0.29060910E+00 -0.41948273E+01
  0.29561961E+00 -0.42138471E+01
  0.30063011E+00 -0.42328457E+01
  0.30564061E+00 -0.42518215E+01
  0.31065111E+00 -0.42707728E+01
  0.31566161E+00 -0.42896976E+01
  0.32067211E+00 -0.43085931E+01
  0.32568262E+00 -0.43274560E+01
  0.33069312E+00 -0.43462822E+01
  0.33570362E+00 -0.43650669E+01
  0.34071412E+00 -0.43838046E+01
  0.34572462E+00 -0.44024895E+01
  0.35073512E+00 -0.44211153E+01
  0.35574563E+00 -0.44396754E+01
  0.36075613E+00 -0.44581637E+01
  0.36576663E+00 -0.44765740E+01
  0.37077713E+00 -0.44949008E+01
  0.37578763E+00 -0.45131390E+01
  0.38079814E+00 -0.45312846E+01
  0.38580864E+00 -0.45493340E+01
  0.39081914E+00 -0.45672847E+01
  0.39582964E+00 -0.45851351E+01
  0.40084014E+00 -0.46028841E+01
  0.40585064E+00 -0.46205314E+01
  0.41086115E+00 -0.46380770E+01
  0.41587165E+00 -0.46555213E+01
  0.42088215E+00 -0.46728648E+01
  0.42589265E+00 -0.46901079E+01
  0.43090315E+00 -0.47072508E+01
  0.43591365E+00 -0.47242932E+01
  0.44092416E+00 -0.47412345E+01
  0.44593466E+00 -0.47580736E+01
  0.45094516E+00 -0.47748087E+01
  0.45595566E+00 -0.47914378E+01
  0.46096616E+00 -0.48079583E+01
  0.46597667E+00 -0.48243673E+01
  0.47098717E+00 -0.48406617E+01
  0.47599767E+00 -0.48568386E+01
  0.48100817E+00 -0.48728947E+01
  0.48601867E+00 -0.48888274E+01
  0.49102917E+00 -0.49046341E+01
  0.49603968E+00 -0.49203126E+01
  0.50105018E+00 -0.49358612E+01
  0.50606068E+00 -0.49512786E+01
  0.51107118E+00 -0.49665636E+01
  0.51608168E+00 -0.49817156E+01
  0.52109219E+00 -0.49967340E+01
  0.52610269E+00 -0.50116183E+01
  0.53111319E+00 -0.50263679E+01
  0.53612369E+00 -0.50409822E+01
  0.54113419E+00 -0.50554603E+01
  0.54614469E+00 -0.50698010E+01
  0.55115520E+00 -0.50840028E+01
  0.55616570E+00 -0.50980639E+01
  0.56117620E+00 -0.51119824E+01
  0.56618670E+00 -0.51257561E+01
  0.57119720E+00 -0.51393829E+01
  0.57620770E+00 -0.51528607E+01
  0.58121821E+00 -0.51661880E+01
  0.58622871E+00 -0.51793635E+01
  0.59123921E+00 -0.51923866E+01
  0.59624971E+00 -0.52052573E+01
  0.60126021E+00 -0.52179765E+01
  0.60627072E+00 -0.52305458E+01
  0.61128122E+00 -0.52429677E+01
  0.61629172E+00 -0.52552451E+01
  0.62130222E+00 -0.52673816E+01
  0.62631272E+00 -0.52793809E+01
  0.63132322E+00 -0.52912467E+01
  0.63633373E+00 -0.53029825E+01
  0.64134423E+00 -0.53145912E+01
  0.64635473E+00 -0.53260748E+01
  0.65136523E+00 -0.53374343E+01
  0.65637573E+00 -0.53486692E+01
  0.66138624E+00 -0.53597779E+01
  0.66639674E+00 -0.53707569E+01
  0.67140724E+00 -0.53816015E+01
  0.67641774E+00 -0.53923057E+01
  0.68142824E+00 -0.54028621E+01
  0.68643874E+00 -0.54132628E+01
  0.69144925E+00 -0.54234990E+01
